Index,percentage16_Donald_Trump,percentage16_Hillary_Clinton,total_votes16,votes16_Donald_Trump,votes16_Hillary_Clinton,percentage20_Donald_Trump,percentage20_Joe_Biden,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden,lat,long,cases,deaths,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,turnout_difference,case_pct,death_pct,Men_pct,2016_county_winner,2020_county_winner
1,0.629,0.346,10724.0,6742.0,3712.0,0.661,0.33,12433.0,8215.0,4101.0,34.22333378,-82.46170658,805.0,17.0,24788.0,12044.0,12744.0,1.3,68.9,27.6,0.1,0.3,0.0,19452.0,35254.0,2259.0,19234.0,799.0,22.7,32.1,27.2,20.7,20.8,10.6,20.7,78.3,11.1,0.5,1.8,1.8,6.5,25.8,9505.0,78.8,13.3,7.8,0.1,9.4,1709.0,0.03247539131837986,0.02111801242236025,0.48588026464418266,R,R
2,0.773,0.206,27386.0,21159.0,5638.0,0.795,0.191,28425.0,22596.0,5443.0,30.2950649,-92.41419698,3182.0,102.0,62607.0,30433.0,32174.0,2.4,77.5,17.6,0.1,0.1,0.0,45197.0,40492.0,2544.0,21591.0,1002.0,21.5,27.6,27.6,16.9,25.7,15.0,14.8,83.2,10.3,0.2,1.6,2.2,2.5,27.6,24982.0,80.0,12.1,7.6,0.3,8.9,1039.0,0.050824987621192516,0.03205531112507857,0.4860958039835801,R,R
3,0.545,0.428,15755.0,8582.0,6737.0,0.542,0.447,16938.0,9172.0,7578.0,37.76707161,-75.63234615,1227.0,19.0,32840.0,16079.0,16761.0,8.8,60.3,28.3,0.3,0.7,0.0,24408.0,42260.0,2253.0,24266.0,1564.0,19.8,31.8,31.1,17.7,18.8,15.1,17.3,80.0,10.6,0.5,2.6,1.8,4.5,22.0,13837.0,74.6,18.1,7.1,0.2,5.4,1183.0,0.03736297198538368,0.015484922575387123,0.4896163215590743,R,R
4,0.479,0.387,195587.0,93748.0,75676.0,0.504,0.465,259389.0,130699.0,120539.0,43.4526575,-116.2415516,17451.0,181.0,435117.0,217999.0,217118.0,7.9,85.2,1.2,0.4,2.6,0.1,316189.0,60151.0,1294.0,31642.0,725.0,11.8,13.1,43.0,16.6,25.0,6.9,8.4,80.7,7.7,0.5,1.5,2.8,6.9,20.4,214984.0,78.3,15.0,6.6,0.1,4.3,63802.0,0.04010645412613159,0.010371898458541058,0.5010123713851676,R,R
5,0.653,0.3,3759.0,2456.0,1127.0,0.697,0.286,4183.0,2917.0,1197.0,41.33075609,-94.47105874,222.0,1.0,7192.0,3552.0,3640.0,1.7,96.6,0.3,0.0,0.4,0.0,5572.0,49477.0,2633.0,28861.0,2055.0,9.5,12.1,28.2,16.9,20.0,17.3,17.6,77.9,12.4,0.3,2.8,0.4,6.2,22.3,3680.0,73.8,15.3,10.4,0.5,3.0,424.0,0.030867630700778644,0.0045045045045045045,0.4938820912124583,R,R
6,0.806,0.161,8231.0,6637.0,1323.0,0.83,0.159,8766.0,7275.0,1391.0,37.10459774,-85.28129668,517.0,22.0,19304.0,9632.0,9672.0,1.8,93.4,3.6,0.1,0.1,0.0,15280.0,36575.0,3426.0,18408.0,1010.0,21.5,27.1,28.5,15.9,19.7,12.2,23.8,84.5,9.0,0.0,2.6,0.5,3.4,22.2,7988.0,74.1,15.8,9.9,0.1,6.2,535.0,0.02678201409034397,0.0425531914893617,0.49896394529631166,R,R
7,0.594,0.345,10137.0,6019.0,3495.0,0.618,0.358,10337.0,6391.0,3705.0,40.19058551,-92.60078167,578.0,0.0,25437.0,12013.0,13424.0,2.3,90.5,2.4,0.2,2.3,0.1,20169.0,38750.0,2130.0,21778.0,1702.0,26.2,20.7,36.8,18.2,24.1,9.4,11.5,77.3,12.1,0.1,4.0,2.6,4.0,17.1,11274.0,73.6,20.9,5.3,0.2,5.5,200.0,0.022722805362267562,0.0,0.47226481110193813,R,R
8,0.735,0.212,6468.0,4753.0,1374.0,0.786,0.195,7108.0,5585.0,1387.0,35.88494195,-94.65859267,855.0,11.0,22136.0,10987.0,11149.0,6.4,40.8,0.3,41.7,0.6,0.2,16050.0,33366.0,1560.0,16576.0,820.0,30.8,43.0,23.9,17.6,19.4,14.0,25.2,84.4,8.5,0.1,2.8,1.0,3.2,23.1,8130.0,71.6,20.4,7.5,0.5,5.5,640.0,0.03862486447415974,0.012865497076023392,0.49634080231297434,R,R
9,0.421,0.494,175125.0,73807.0,86471.0,0.404,0.567,234599.0,94874.0,132951.0,39.87432092,-104.3362578,15538.0,263.0,487850.0,245840.0,242010.0,39.3,51.1,3.0,0.5,3.8,0.1,306416.0,64087.0,991.0,27487.0,366.0,12.2,16.4,29.8,18.9,24.1,13.7,13.5,77.7,11.2,3.8,1.2,1.1,5.0,29.2,246450.0,83.6,11.2,5.1,0.1,5.1,59474.0,0.03184995387926617,0.01692624533401982,0.5039253869017116,D,D
10,0.669,0.271,2082.0,1393.0,565.0,0.708,0.273,2158.0,1528.0,590.0,41.02903567,-94.69932645,87.0,1.0,3785.0,1870.0,1915.0,1.2,96.8,0.4,0.1,0.6,0.0,2992.0,49745.0,3996.0,27022.0,1948.0,11.2,8.6,37.4,14.3,17.0,13.1,18.3,80.7,9.6,0.2,3.3,0.8,5.3,19.6,1796.0,72.0,12.1,15.5,0.3,4.2,76.0,0.02298546895640687,0.011494252873563218,0.4940554821664465,R,R
11,0.713,0.19,2183.0,1556.0,415.0,0.751,0.229,2586.0,1941.0,591.0,44.89333571,-116.4545247,65.0,2.0,3946.0,2021.0,1925.0,3.3,92.7,0.3,1.2,0.0,0.2,3229.0,42727.0,4646.0,24315.0,2275.0,13.8,20.9,33.1,19.4,21.2,13.9,12.5,69.0,13.1,0.8,4.4,1.8,10.9,24.1,1539.0,65.4,22.0,12.5,0.0,8.7,403.0,0.016472377090724785,0.03076923076923077,0.5121642169285352,R,R
12,0.716,0.24,31770.0,22732.0,7633.0,0.722,0.256,33434.0,24131.0,8569.0,39.98815591,-91.18786813,2223.0,25.0,66787.0,32698.0,34089.0,1.5,92.0,3.9,0.2,0.8,0.1,51303.0,48454.0,1689.0,27256.0,873.0,13.1,17.5,31.8,17.4,26.1,8.9,15.8,82.6,8.6,0.4,2.3,1.5,4.5,17.0,32243.0,83.1,10.6,6.1,0.1,5.5,1664.0,0.03328492071810382,0.011246063877642825,0.4895862967343944,R,R
13,0.739,0.215,13039.0,9642.0,2802.0,0.75,0.227,14238.0,10685.0,3236.0,40.7457653,-84.93671406,704.0,8.0,35018.0,17361.0,17657.0,4.4,93.7,0.9,0.0,0.4,0.0,23929.0,48290.0,2581.0,21534.0,1130.0,18.9,29.8,24.2,15.9,19.6,13.9,26.3,74.3,16.7,0.0,2.6,1.9,4.5,22.8,14954.0,83.1,8.2,8.1,0.6,5.2,1199.0,0.020103946541778515,0.011363636363636364,0.495773602147467,R,R
14,0.42,0.567,12214.0,5125.0,6921.0,0.426,0.564,12268.0,5222.0,6914.0,31.47669768,-91.35326037,1122.0,45.0,31583.0,15680.0,15903.0,8.4,36.9,52.8,0.2,0.6,0.0,22394.0,30359.0,1438.0,17721.0,1289.0,34.2,56.9,30.5,20.6,23.6,13.0,12.3,87.2,6.5,0.7,0.6,1.2,3.7,18.9,10190.0,75.2,18.2,6.4,0.1,10.9,54.0,0.03552544090175094,0.040106951871657755,0.4964696197321344,D,D
15,0.75,0.179,1206.0,904.0,216.0,0.773,0.203,1269.0,981.0,258.0,46.09686891,-102.5285397,91.0,0.0,2368.0,1168.0,1200.0,0.5,93.0,1.6,1.1,2.6,0.0,1862.0,54700.0,10365.0,35933.0,4260.0,9.2,8.8,44.6,10.7,15.0,17.5,12.2,73.9,9.4,0.6,6.0,2.9,7.3,17.3,1275.0,73.7,10.6,15.2,0.5,1.6,63.0,0.03842905405405406,0.0,0.49324324324324326,R,R
16,0.699,0.248,13172.0,9205.0,3272.0,0.691,0.289,14602.0,10085.0,4213.0,40.5244942,-98.50117804,922.0,15.0,31564.0,15981.0,15583.0,9.4,86.9,0.6,0.1,1.3,0.0,23151.0,51721.0,2585.0,28085.0,1682.0,12.4,18.0,33.4,19.4,20.4,10.1,16.7,83.0,9.3,0.7,1.8,1.3,3.9,15.3,15890.0,78.0,15.1,6.7,0.1,4.2,1430.0,0.02921049296667089,0.016268980477223426,0.5063046508680775,R,R
17,0.763,0.207,11063.0,8445.0,2293.0,0.811,0.179,11905.0,9660.0,2130.0,38.84541072,-83.4718964,270.0,6.0,27926.0,13960.0,13966.0,1.0,96.6,0.4,0.6,0.2,0.0,21041.0,36320.0,2651.0,20248.0,1164.0,23.8,32.0,28.3,18.9,16.7,13.6,22.5,80.8,11.5,0.5,1.3,1.2,4.8,36.5,10124.0,79.1,13.0,7.7,0.2,7.5,842.0,0.009668409367614409,0.022222222222222223,0.49989257322924874,R,R
18,0.663,0.299,47138.0,31249.0,14077.0,0.663,0.322,56627.0,37563.0,18250.0,39.87140411,-77.21610347,1184.0,31.0,101589.0,50055.0,51534.0,6.8,89.5,1.4,0.0,0.7,0.0,78227.0,62661.0,1660.0,29685.0,663.0,8.8,13.9,30.1,16.2,22.1,11.0,20.6,82.3,9.1,0.3,3.7,0.9,3.8,27.6,50561.0,83.4,10.7,5.6,0.2,4.9,9489.0,0.011654805146226462,0.026182432432432432,0.49272066857632224,R,R
19,0.671,0.274,4081.0,2740.0,1118.0,0.675,0.306,5109.0,3449.0,1562.0,46.98299757,-118.5601734,935.0,11.0,19261.0,9750.0,9511.0,62.3,35.2,0.3,0.4,1.0,0.0,8899.0,48131.0,5933.0,18415.0,867.0,23.1,31.6,22.8,13.9,14.1,29.2,19.9,71.3,18.6,0.2,2.2,1.9,5.7,17.8,7757.0,81.2,14.6,3.8,0.3,5.9,1028.0,0.04854368932038835,0.011764705882352941,0.5062042469238357,R,R
20,0.592,0.374,10107.0,5983.0,3780.0,0.623,0.366,11818.0,7362.0,4329.0,43.96974651,-89.76782777,587.0,5.0,20111.0,10770.0,9341.0,3.8,90.7,2.7,0.6,0.5,0.0,16837.0,44003.0,1500.0,24874.0,1297.0,13.0,23.3,23.6,22.7,21.8,12.5,19.4,78.5,12.2,0.1,1.5,1.7,6.0,28.3,7530.0,80.7,11.9,7.3,0.2,8.1,1711.0,0.029188006563572174,0.008517887563884156,0.5355278205956939,R,R
21,0.301,0.638,17592.0,5297.0,11217.0,0.436,0.511,870.0,379.0,445.0,44.03217337,-73.14130877,124.0,2.0,36825.0,18214.0,18611.0,2.2,93.0,0.9,0.3,1.9,0.0,29510.0,61875.0,2338.0,31051.0,1033.0,7.8,9.0,40.8,16.4,18.2,13.1,11.5,72.5,8.6,0.7,7.6,1.2,9.4,23.8,19872.0,77.9,10.3,11.5,0.3,4.4,-16722.0,0.003367277664630007,0.016129032258064516,0.49460964019008824,D,D
22,0.615,0.34,74773.0,45981.0,25426.0,0.606,0.379,85185.0,51589.0,32275.0,33.54338026,-81.63645384,5140.0,87.0,165707.0,80260.0,85447.0,5.5,66.7,24.5,0.2,1.0,0.0,124553.0,47713.0,1780.0,26222.0,719.0,16.7,26.6,34.0,16.9,22.9,10.7,15.5,84.6,10.4,0.2,1.0,0.9,2.9,24.9,70753.0,78.1,16.4,5.0,0.4,9.0,10412.0,0.031018605128328918,0.016926070038910505,0.48434888085596867,R,R
23,0.601,0.341,9185.0,5516.0,3134.0,0.625,0.36,10010.0,6258.0,3607.0,46.60962049,-93.4116826,232.0,3.0,15841.0,8079.0,7762.0,1.3,94.1,0.5,2.2,0.4,0.0,13155.0,45860.0,1405.0,26883.0,743.0,12.1,15.9,30.7,19.9,23.1,13.2,13.0,79.4,9.1,0.5,4.1,1.5,5.4,26.0,6274.0,75.8,15.7,8.4,0.1,6.2,825.0,0.014645540054289502,0.01293103448275862,0.5100056814595039,R,R
24,0.364,0.59,127827.0,46584.0,75370.0,0.356,0.627,142784.0,50891.0,89527.0,29.67866525,-82.35928158,10706.0,78.0,259865.0,125712.0,134153.0,9.3,62.0,19.8,0.3,5.9,0.1,200490.0,45478.0,1546.0,26431.0,711.0,23.3,22.0,46.1,19.2,23.3,5.3,6.2,74.7,8.8,4.1,3.3,4.6,4.5,21.2,120466.0,70.2,25.5,4.2,0.1,6.6,14957.0,0.04119831450945683,0.007285634223799738,0.4837588748003771,D,D
25,0.552,0.423,69264.0,38235.0,29268.0,0.537,0.451,84710.0,45490.0,38186.0,36.0434701,-79.39976137,5409.0,88.0,157844.0,75078.0,82766.0,12.3,65.0,18.9,0.3,1.5,0.0,113344.0,44281.0,1192.0,25157.0,738.0,17.6,26.1,33.0,17.4,23.0,10.3,16.2,85.1,9.3,0.2,1.3,1.1,2.9,23.6,73906.0,81.0,13.2,5.6,0.2,6.0,15446.0,0.03426801145434733,0.016269180994638564,0.4756468411849674,R,R
26,0.151,0.795,424517.0,64010.0,337524.0,0.176,0.804,750128.0,131985.0,602851.0,37.64629437,-121.8929271,23994.0,464.0,1629615.0,799649.0,829966.0,22.5,32.2,10.7,0.3,28.7,0.8,1056116.0,85743.0,940.0,41363.0,335.0,11.3,13.0,48.0,16.0,20.4,6.4,9.2,62.0,10.1,14.6,3.7,3.6,6.0,32.5,826310.0,79.3,13.2,7.3,0.1,6.0,325611.0,0.01472372308796863,0.01933816787530216,0.49069810967621186,D,D
27,0.439,0.459,6897.0,3031.0,3168.0,0.489,0.482,7519.0,3676.0,3624.0,37.57250606,-105.7885451,360.0,9.0,16345.0,8085.0,8260.0,45.8,48.6,1.6,1.3,1.0,0.2,11257.0,36315.0,4688.0,19217.0,1603.0,27.8,33.8,30.6,22.6,22.3,13.1,11.4,75.8,15.7,0.0,4.2,1.4,2.9,14.6,6593.0,73.1,18.2,6.3,2.3,9.9,622.0,0.022025084123585194,0.025,0.49464668094218417,D,R
28,0.352,0.595,125644.0,44227.0,74775.0,0.375,0.602,121529.0,45570.0,73189.0,42.60060306,-73.97723916,3750.0,140.0,308580.0,149287.0,159293.0,5.7,73.0,11.7,0.1,6.4,0.0,238354.0,62293.0,1234.0,35278.0,565.0,12.4,15.0,44.7,17.3,25.1,5.5,7.5,77.0,7.5,5.9,4.6,1.6,3.5,20.4,158961.0,71.3,24.5,4.2,0.1,5.3,-4115.0,0.012152440209994167,0.037333333333333336,0.48378702443450644,D,D
29,0.463,0.419,16420.0,7601.0,6888.0,0.461,0.488,18617.0,8579.0,9092.0,41.65498705,-105.7235415,1562.0,4.0,37944.0,19883.0,18061.0,9.3,82.9,1.3,0.7,2.9,0.0,30057.0,45816.0,1840.0,26034.0,1146.0,23.0,11.8,42.1,20.8,19.2,10.1,7.8,70.1,9.7,2.1,8.8,4.7,4.7,12.7,21115.0,61.4,32.8,5.7,0.1,4.8,2197.0,0.04116592873708623,0.002560819462227913,0.5240090659919882,R,D
30,0.343,0.593,56134.0,19232.0,33297.0,0.324,0.661,64284.0,20804.0,42466.0,38.02080697,-78.55481085,1612.0,24.0,105105.0,50283.0,54822.0,5.7,77.2,9.5,0.2,5.0,0.0,78224.0,72265.0,2910.0,39273.0,1293.0,9.8,11.0,54.0,15.5,18.7,6.2,5.6,76.9,8.6,1.8,3.4,1.8,7.6,21.9,50689.0,68.0,24.5,7.2,0.3,3.2,8150.0,0.01533704390847248,0.01488833746898263,0.47840730697873557,D,D
31,0.68,0.28,6179.0,4201.0,1732.0,0.686,0.303,7063.0,4848.0,2142.0,44.6846864,-83.59507875,55.0,3.0,10413.0,5247.0,5166.0,1.4,96.0,0.3,0.5,0.4,0.0,8984.0,39424.0,1705.0,24463.0,1059.0,14.9,21.7,23.5,20.9,22.9,13.2,19.6,80.8,9.6,0.2,1.8,2.3,5.3,24.0,3357.0,78.3,14.0,7.5,0.2,9.3,884.0,0.0052818592144434845,0.05454545454545454,0.5038893690579084,R,R
32,0.799,0.182,14781.0,11817.0,2684.0,0.811,0.175,15639.0,12689.0,2741.0,34.88084463,-88.57996173,1130.0,12.0,37242.0,18345.0,18897.0,3.0,83.2,11.7,0.0,0.3,0.0,27984.0,38919.0,1799.0,20527.0,1028.0,19.6,24.1,29.2,14.9,22.8,10.6,22.5,85.9,10.6,0.3,1.0,0.5,1.7,22.4,14884.0,81.1,13.9,5.0,0.1,8.6,858.0,0.030342086891144406,0.010619469026548672,0.4925890124053488,R,R
33,0.53,0.448,2820.0,1496.0,1262.0,0.543,0.448,5631.0,3056.0,2522.0,37.18049267,-89.32910838,154.0,2.0,6776.0,3258.0,3518.0,1.0,61.8,34.6,0.6,0.2,0.0,5100.0,31014.0,2759.0,18564.0,1678.0,33.4,59.3,26.8,27.8,25.9,4.9,14.6,87.7,5.8,0.8,1.7,1.4,2.6,27.3,2164.0,75.0,20.6,4.4,0.0,8.2,2811.0,0.022727272727272728,0.012987012987012988,0.480814639905549,R,R
34,0.768,0.208,18011.0,13826.0,3750.0,0.786,0.204,20120.0,15806.0,4113.0,35.9223796,-81.17751948,975.0,10.0,37159.0,18797.0,18362.0,4.6,87.0,5.9,0.2,1.2,0.1,28548.0,44523.0,2886.0,22655.0,1043.0,14.7,23.6,26.8,12.6,20.6,9.4,30.7,84.9,8.9,0.0,0.8,2.6,2.8,25.6,16393.0,83.2,10.5,6.2,0.2,6.7,2109.0,0.026238596302376276,0.010256410256410256,0.5058532253289917,R,R
35,0.178,0.768,74384.0,13241.0,57147.0,0.178,0.81,81806.0,14544.0,66240.0,,,,,154710.0,74501.0,80209.0,16.7,51.8,21.7,0.1,6.1,0.0,103194.0,93370.0,1553.0,57019.0,1089.0,10.5,17.7,58.5,16.0,16.1,4.7,4.6,58.2,8.3,21.9,3.5,2.9,5.2,31.8,95344.0,70.1,25.0,4.9,0.0,3.9,7422.0,,,0.48155258225066255,D,D
36,0.856,0.096,2256.0,1931.0,216.0,0.874,0.103,2262.0,1978.0,232.0,36.73090616,-98.32408495,132.0,0.0,5877.0,3502.0,2375.0,5.0,76.2,2.4,1.9,0.0,0.0,4597.0,57432.0,4840.0,28007.0,3779.0,11.2,16.0,31.6,15.8,18.9,20.0,13.8,77.2,11.9,0.0,4.9,2.5,3.5,18.8,2238.0,64.7,21.2,13.8,0.3,4.5,6.0,0.022460438999489536,0.0,0.5958822528500936,R,R
37,0.573,0.368,4513.0,2585.0,1663.0,0.587,0.4,5135.0,3014.0,2053.0,46.41292944,-86.60260122,121.0,1.0,9254.0,5088.0,4166.0,1.4,84.2,7.2,3.3,0.1,0.0,7779.0,42647.0,5475.0,21771.0,1475.0,13.0,16.6,27.9,23.2,23.1,8.1,17.7,72.9,11.1,2.0,4.3,1.8,8.0,21.3,3160.0,77.1,17.6,5.3,0.0,6.9,622.0,0.01307542684244651,0.008264462809917356,0.5498162956559326,R,R
38,0.596,0.352,6837.0,4072.0,2409.0,0.635,0.345,7459.0,4733.0,2575.0,43.28383218,-91.37860922,431.0,9.0,13940.0,7098.0,6842.0,6.1,91.2,0.9,0.1,0.3,0.0,10379.0,47895.0,3365.0,27377.0,1746.0,11.4,15.3,29.8,15.3,17.5,17.5,19.9,74.1,11.1,0.2,5.0,2.1,7.5,24.3,6881.0,77.8,10.3,10.8,1.1,3.3,622.0,0.03091822094691535,0.02088167053364269,0.5091822094691535,R,R
39,0.613,0.325,55153.0,33812.0,17932.0,0.616,0.364,67182.0,41381.0,24447.0,42.59147037,-85.89102866,1503.0,7.0,114145.0,56997.0,57148.0,7.2,88.7,1.3,0.5,0.6,0.0,84358.0,58487.0,1264.0,27172.0,539.0,10.8,14.3,30.3,14.7,20.1,12.4,22.5,86.0,7.6,0.3,1.4,0.7,4.1,23.9,54028.0,86.3,7.7,5.9,0.2,3.6,12029.0,0.013167462438126944,0.004657351962741184,0.4993385606027421,R,R
40,0.72,0.24,27804.0,20025.0,6665.0,0.694,0.291,29130.0,20213.0,8464.0,39.62357628,-78.69280486,775.0,24.0,72591.0,37892.0,34699.0,1.7,87.3,8.0,0.2,0.8,0.0,58846.0,42771.0,1485.0,22355.0,683.0,16.8,22.9,29.9,23.4,24.8,8.8,13.1,82.5,9.7,0.5,4.4,1.2,1.7,20.9,28738.0,73.6,22.6,3.7,0.0,9.0,1326.0,0.01067625463211693,0.03096774193548387,0.5219930845421609,R,R
41,0.684,0.261,17111.0,11712.0,4473.0,0.734,0.242,17271.0,12670.0,4188.0,42.25748406,-78.02750466,348.0,8.0,47400.0,24013.0,23387.0,1.5,94.5,1.4,0.3,1.2,0.0,37152.0,45359.0,1489.0,22377.0,581.0,16.5,25.7,31.4,22.2,19.2,10.5,16.6,75.1,7.8,0.6,12.4,1.3,2.8,21.4,20132.0,73.6,19.3,6.8,0.3,7.3,160.0,0.007341772151898734,0.022988505747126436,0.5066033755274262,R,R
42,0.727,0.249,5214.0,3789.0,1300.0,0.745,0.245,6040.0,4501.0,1480.0,36.49360862,-81.12857041,316.0,1.0,10935.0,5445.0,5490.0,9.4,87.3,2.4,0.1,0.2,0.0,8492.0,38944.0,2715.0,21153.0,1201.0,21.0,35.2,29.7,18.0,22.6,15.3,14.4,82.2,10.5,0.2,2.5,0.4,4.2,25.0,4447.0,70.6,16.9,12.4,0.2,5.7,826.0,0.02889803383630544,0.0031645569620253164,0.49794238683127573,R,R
43,0.667,0.296,7306.0,4873.0,2165.0,0.715,0.274,8191.0,5859.0,2243.0,37.78636074,-80.00222498,154.0,4.0,15489.0,7586.0,7903.0,1.4,91.9,5.5,0.0,0.1,0.1,12369.0,46020.0,4009.0,25952.0,1320.0,19.3,25.7,28.3,16.4,22.4,13.2,19.7,86.6,7.7,0.5,0.7,1.7,2.7,24.6,6225.0,81.6,12.2,6.0,0.2,4.4,885.0,0.009942539867002389,0.025974025974025976,0.48976693137065014,R,R
44,0.4,0.564,643173.0,257488.0,363017.0,0.39,0.595,707837.0,275955.0,421004.0,40.46809875,-79.98167747,15940.0,419.0,1229605.0,593177.0,636428.0,2.0,79.1,12.7,0.1,3.5,0.0,961881.0,56333.0,474.0,35280.0,259.0,12.5,16.9,45.0,16.8,23.7,6.1,8.3,72.0,8.4,9.2,4.2,1.5,4.7,26.7,622670.0,86.7,8.6,4.6,0.1,5.9,64664.0,0.012963512672768898,0.026286072772898367,0.4824126447111064,D,D
45,0.575,0.379,145787.0,83801.0,55222.0,0.544,0.431,168964.0,91885.0,72825.0,41.09194313,-85.06800636,9638.0,237.0,367747.0,179414.0,188333.0,7.2,74.6,11.3,0.2,3.5,0.0,260663.0,51091.0,655.0,26932.0,523.0,14.7,22.0,33.7,16.5,24.3,7.6,17.9,84.3,8.7,0.8,1.2,0.9,4.0,21.3,176365.0,87.2,8.6,4.1,0.1,6.3,23177.0,0.026208235553247205,0.02459016393442623,0.4878734564795906,R,R
46,0.673,0.263,5314.0,3575.0,1398.0,0.711,0.267,5842.0,4155.0,1559.0,37.88582951,-95.30030847,112.0,1.0,12752.0,6318.0,6434.0,3.3,90.7,1.5,0.1,0.6,0.1,9728.0,43031.0,2171.0,23011.0,1282.0,14.2,18.2,27.5,15.6,20.7,8.6,27.5,80.9,10.7,0.9,3.5,0.7,3.3,17.4,6006.0,75.3,15.9,8.4,0.4,3.6,528.0,0.00878293601003764,0.008928571428571428,0.4954516938519448,R,R
47,0.799,0.167,8091.0,6466.0,1349.0,0.81,0.175,9363.0,7586.0,1642.0,36.75197631,-86.19457544,566.0,11.0,20628.0,10227.0,10401.0,1.9,95.4,1.9,0.0,0.2,0.0,15597.0,40598.0,2927.0,21652.0,1505.0,20.0,27.9,24.5,16.6,21.8,13.5,23.7,77.9,11.0,0.2,2.5,1.6,6.9,24.1,8443.0,74.8,13.9,11.3,0.1,7.5,1272.0,0.0274384331975955,0.019434628975265017,0.495782431646306,R,R
48,0.669,0.287,44636.0,29858.0,12815.0,0.691,0.294,46362.0,32052.0,13611.0,40.77285242,-84.10802343,2580.0,80.0,104157.0,52614.0,51543.0,2.9,81.2,11.7,0.2,0.7,0.0,79167.0,47905.0,1708.0,24551.0,743.0,15.0,20.9,28.2,18.4,21.8,8.5,23.2,86.4,8.1,0.7,1.6,1.2,2.0,18.9,48351.0,86.1,9.8,4.0,0.1,7.2,1726.0,0.02477029868371785,0.031007751937984496,0.5051412771105158,R,R
49,0.743,0.228,9245.0,6867.0,2106.0,0.772,0.215,9810.0,7574.0,2108.0,30.65385745,-92.82442028,1856.0,63.0,25667.0,14542.0,11125.0,4.9,71.1,19.0,1.8,0.7,0.0,19205.0,42176.0,3540.0,20103.0,1700.0,16.6,22.4,29.1,23.1,21.3,15.0,11.5,84.3,9.8,0.7,0.7,2.2,2.3,28.3,8577.0,72.8,23.8,3.2,0.2,9.4,565.0,0.07231074921104921,0.03394396551724138,0.5665640705964857,R,R
50,0.22,0.761,3578.0,788.0,2722.0,0.232,0.756,3593.0,835.0,2718.0,32.98837386,-81.35321066,424.0,7.0,9402.0,4952.0,4450.0,3.1,22.5,73.5,0.5,0.0,0.0,7492.0,23331.0,2177.0,13439.0,1150.0,30.4,52.7,20.3,24.0,18.8,13.9,22.9,80.4,10.7,2.2,4.1,1.0,1.6,28.3,2668.0,71.0,23.4,5.7,0.0,17.3,15.0,0.04509678791746437,0.01650943396226415,0.526696447564348,D,D
51,0.619,0.332,14688.0,9090.0,4877.0,0.63,0.354,16966.0,10686.0,6000.0,45.03477666,-83.62212411,180.0,14.0,28730.0,14169.0,14561.0,1.3,96.0,0.5,0.4,0.4,0.1,23062.0,40954.0,1521.0,24030.0,751.0,15.0,19.1,29.5,19.8,26.1,10.0,14.6,82.9,8.4,0.7,2.7,1.2,3.9,16.9,12665.0,83.0,10.4,6.4,0.2,6.4,2278.0,0.006265227984684998,0.07777777777777778,0.49317786286112075,R,R
52,0.367,0.553,575.0,211.0,318.0,0.323,0.643,736.0,238.0,473.0,38.59678594,-119.8223594,8.0,0.0,1203.0,664.0,539.0,9.7,64.6,1.5,20.6,0.7,0.0,936.0,63438.0,4535.0,27448.0,6258.0,19.8,17.3,38.2,21.9,18.7,12.8,8.3,62.1,13.2,0.0,9.1,1.6,14.0,21.9,374.0,58.6,30.2,11.2,0.0,14.6,161.0,0.006650041562759767,0.0,0.5519534497090607,D,D
53,0.604,0.34,10049.0,6069.0,3420.0,0.609,0.366,22282.0,13571.0,8147.0,38.44583082,-120.65696,347.0,16.0,37306.0,20005.0,17301.0,13.2,79.3,2.0,0.7,1.5,0.2,30677.0,60636.0,2765.0,29628.0,1631.0,10.6,20.3,32.7,23.2,24.1,9.9,10.1,80.7,9.2,0.1,2.5,1.1,6.4,32.0,13444.0,63.9,21.0,14.7,0.4,9.3,12233.0,0.009301452849407602,0.04610951008645533,0.5362408191711789,R,R
54,0.669,0.306,7035.0,4704.0,2150.0,0.684,0.306,7881.0,5390.0,2411.0,37.34081025,-77.98584649,150.0,6.0,12802.0,6644.0,6158.0,1.1,72.4,23.7,0.3,0.1,0.0,10049.0,58535.0,5713.0,26118.0,1734.0,13.0,18.9,25.8,18.6,27.4,17.2,11.1,86.7,6.0,1.1,1.6,1.8,2.7,38.0,6166.0,76.1,15.8,6.7,1.3,3.3,846.0,0.011716919231370098,0.04,0.5189814091548196,R,R
55,0.636,0.329,15164.0,9643.0,4986.0,0.622,0.32,17719.0,11020.0,5673.0,37.60308293,-79.14548696,626.0,6.0,31819.0,15331.0,16488.0,2.3,75.5,17.6,0.2,0.6,0.0,25212.0,49677.0,3603.0,24296.0,1374.0,13.4,20.6,27.9,20.3,24.7,9.8,17.4,82.6,10.6,0.6,1.3,2.3,2.6,24.1,14506.0,78.6,16.2,5.0,0.1,5.6,2555.0,0.01967377981709042,0.009584664536741214,0.4818190389389987,R,R
