Index,percentage16_Donald_Trump,percentage16_Hillary_Clinton,total_votes16,votes16_Donald_Trump,votes16_Hillary_Clinton,percentage20_Donald_Trump,percentage20_Joe_Biden,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden,lat,long,cases,deaths,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,turnout_difference,case_pct,death_pct,Men_pct,2016_county_winner,2020_county_winner
851,0.563,0.338,313273.0,176506.0,105807.0,0.536,0.427,375058.0,200968.0,160265.0,38.83240149,-104.5251411,11214.0,204.0,674826.0,340118.0,334708.0,16.5,69.9,5.8,0.4,2.7,0.4,486507.0,62535.0,844.0,31217.0,385.0,11.1,14.2,40.8,18.4,23.9,8.4,8.4,77.5,10.4,0.8,3.3,1.5,6.3,23.0,304289.0,77.9,16.3,5.6,0.2,6.8,61785.0,0.01661761698571187,0.01819154628143392,0.5040084406943419,R,R
852,0.259,0.691,210458.0,54567.0,145509.0,0.319,0.663,254576.0,81235.0,168801.0,31.76980765,-106.2363275,50114.0,642.0,834825.0,409199.0,425626.0,82.2,12.4,3.0,0.3,1.1,0.1,488016.0,43244.0,675.0,19950.0,268.0,21.7,30.2,30.1,20.9,27.0,9.1,12.9,79.7,11.0,1.5,2.0,2.3,3.5,23.4,341350.0,74.0,19.5,6.3,0.1,7.0,44118.0,0.06002934746803222,0.012810791395617992,0.4901614110741772,D,D
853,0.735,0.195,15689.0,11536.0,3056.0,0.74,0.237,18554.0,13722.0,4395.0,39.28656773,-104.1358721,246.0,3.0,24553.0,12442.0,12111.0,6.5,89.4,0.6,0.5,0.6,0.0,18801.0,92849.0,4456.0,42522.0,2128.0,4.8,5.0,42.3,14.4,20.1,12.2,11.0,77.9,9.4,0.1,0.9,1.0,10.7,40.4,13086.0,75.1,15.8,8.7,0.4,3.6,2865.0,0.0100191422636745,0.012195121951219513,0.5067405205066591,R,R
854,0.666,0.317,7912.0,5269.0,2507.0,0.679,0.314,9171.0,6226.0,2879.0,34.11302332,-82.83936148,769.0,10.0,19288.0,9218.0,10070.0,5.5,63.5,30.5,0.0,0.1,0.0,14697.0,35207.0,3455.0,21138.0,1700.0,22.4,33.8,25.8,14.8,20.8,10.0,28.5,86.1,10.0,0.2,1.8,0.1,1.8,20.8,7327.0,72.1,19.3,8.4,0.2,7.7,1259.0,0.03986934881791788,0.013003901170351105,0.47791372874326005,R,R
855,0.832,0.127,1259.0,1048.0,160.0,0.839,0.142,1347.0,1130.0,191.0,37.45338105,-96.24369667,13.0,0.0,2581.0,1271.0,1310.0,4.1,91.0,0.2,1.9,0.5,0.0,2039.0,39405.0,4007.0,21156.0,1353.0,13.5,16.4,34.7,21.2,13.7,14.5,15.9,71.8,12.9,0.0,5.1,3.4,6.8,27.0,1022.0,60.5,26.1,13.2,0.2,6.9,88.0,0.005036807438977141,0.0,0.4924447888415343,R,R
856,0.7,0.263,13854.0,9704.0,3637.0,0.718,0.268,16713.0,11993.0,4478.0,41.42822061,-78.64524744,198.0,2.0,30781.0,15435.0,15346.0,0.8,97.6,0.5,0.2,0.4,0.0,24631.0,49876.0,2142.0,27163.0,1011.0,9.4,14.9,26.3,14.0,18.6,8.4,32.8,84.9,7.9,0.7,2.4,0.4,3.7,18.8,15169.0,86.3,8.1,5.3,0.3,4.8,2859.0,0.00643253955362074,0.010101010101010102,0.5014456970208895,R,R
857,0.641,0.317,65187.0,41810.0,20667.0,0.632,0.347,73225.0,46311.0,25413.0,41.59761169,-85.85875695,10310.0,151.0,202924.0,100359.0,102565.0,15.4,75.3,5.4,0.1,1.0,0.0,135371.0,52449.0,1232.0,23817.0,534.0,13.8,19.3,25.5,14.2,21.6,7.3,31.5,77.6,14.0,0.4,1.7,2.7,3.5,19.4,94516.0,87.1,7.8,4.9,0.2,5.6,8038.0,0.0508071987542134,0.014645974781765277,0.494564467485364,R,R
858,0.73,0.183,18545.0,13542.0,3400.0,0.762,0.208,21081.0,16057.0,4381.0,41.14531606,-115.3577619,1520.0,14.0,52377.0,27185.0,25192.0,24.2,67.2,0.8,5.2,1.0,0.2,35352.0,76178.0,4026.0,32498.0,1180.0,11.5,16.2,25.8,20.2,20.7,21.6,11.6,60.7,13.3,14.8,5.6,1.2,4.4,31.3,26482.0,82.5,14.1,3.2,0.2,4.4,2536.0,0.029020371537125073,0.009210526315789473,0.5190255264715429,R,R
859,0.701,0.259,2855.0,2000.0,740.0,0.75,0.238,2995.0,2246.0,712.0,38.11624059,-83.09771563,340.0,0.0,7533.0,4302.0,3231.0,0.3,96.1,3.5,0.1,0.0,0.0,6116.0,29043.0,3764.0,13436.0,3271.0,34.4,45.5,21.3,19.4,19.6,27.2,12.5,81.3,12.3,0.4,1.9,1.0,3.2,39.0,1790.0,67.8,19.6,11.2,1.5,5.0,140.0,0.04513474047524227,0.0,0.5710872162485066,R,R
860,0.713,0.229,11660.0,8311.0,2669.0,0.709,0.269,13501.0,9569.0,3633.0,38.91458712,-99.31751551,1451.0,18.0,28877.0,14469.0,14408.0,5.6,90.2,0.9,0.2,1.4,0.1,22102.0,49562.0,3498.0,29339.0,2827.0,16.7,13.3,33.1,20.0,25.8,10.8,10.4,86.6,6.1,0.2,3.2,0.3,3.6,12.8,15862.0,72.1,20.8,6.8,0.2,2.8,1841.0,0.05024760189770405,0.012405237767057202,0.5010562038992971,R,R
861,0.882,0.085,1826.0,1610.0,155.0,0.901,0.086,1873.0,1688.0,162.0,36.2180194,-99.75324573,30.0,0.0,4102.0,1983.0,2119.0,7.3,86.9,0.0,1.2,0.9,0.0,3070.0,50594.0,3569.0,27272.0,2877.0,17.2,22.8,33.3,12.4,22.2,16.7,15.4,78.4,9.0,0.0,5.2,1.5,5.9,18.7,1794.0,65.5,20.1,13.4,1.0,5.6,47.0,0.007313505607020965,0.0,0.4834227206240858,R,R
862,0.711,0.257,63064.0,44807.0,16197.0,0.662,0.322,85566.0,56651.0,27513.0,32.34894117,-96.79371841,5043.0,83.0,164092.0,80837.0,83255.0,25.5,62.6,8.9,0.3,0.7,0.0,111526.0,67371.0,2205.0,28612.0,695.0,10.5,14.6,33.2,13.5,25.8,11.8,15.7,82.0,11.1,0.4,0.9,0.6,5.0,29.3,78597.0,79.5,13.1,7.2,0.2,4.6,22502.0,0.030732759671403848,0.016458457267499504,0.4926321819467128,R,R
863,0.736,0.196,2626.0,1933.0,515.0,0.751,0.23,2806.0,2106.0,646.0,38.69677695,-98.20462799,330.0,1.0,6331.0,3576.0,2755.0,6.0,86.1,3.8,1.8,0.6,0.0,5115.0,48550.0,4820.0,24102.0,1668.0,11.4,14.4,34.1,20.8,18.7,12.0,14.4,77.2,10.4,0.4,4.8,2.3,4.8,16.5,2730.0,73.5,18.5,7.5,0.4,3.0,180.0,0.05212446690886116,0.0030303030303030303,0.5648396777760227,R,R
864,0.748,0.229,36905.0,27619.0,8436.0,0.736,0.252,40891.0,30089.0,10304.0,32.59785413,-86.14415284,3314.0,59.0,80989.0,39357.0,41632.0,2.9,73.4,21.2,0.3,0.6,0.0,61966.0,54981.0,2614.0,26251.0,957.0,13.5,20.4,34.8,13.2,26.3,11.0,14.7,86.2,10.2,0.1,0.6,0.6,2.2,28.0,33054.0,72.9,21.4,5.6,0.1,7.3,3986.0,0.04091913716677573,0.01780325890162945,0.48595488276185655,R,R
865,0.683,0.213,8519.0,5816.0,1814.0,0.71,0.255,10205.0,7246.0,2601.0,43.3507101,-115.4701578,581.0,4.0,26232.0,13651.0,12581.0,16.4,73.3,2.9,1.4,3.1,0.2,18120.0,45154.0,2005.0,23029.0,1417.0,14.9,19.3,28.3,17.1,20.5,18.6,15.5,81.7,9.9,0.5,1.5,2.1,4.2,17.2,9732.0,63.0,29.4,7.3,0.3,7.3,1686.0,0.022148520890515402,0.0068846815834767644,0.5203949374809393,R,R
866,0.68,0.31,7838.0,5330.0,2433.0,0.69,0.304,9501.0,6551.0,2884.0,32.59221302,-82.30239915,1216.0,39.0,22502.0,11183.0,11319.0,4.5,59.4,34.0,0.0,0.0,0.0,16600.0,33089.0,3041.0,17944.0,1291.0,29.2,43.4,25.7,20.5,20.5,13.2,20.2,82.3,12.4,1.3,0.9,0.7,2.3,27.9,8291.0,72.1,20.8,6.7,0.4,10.3,1663.0,0.05403964092080704,0.032072368421052634,0.49697804639587595,R,R
867,0.798,0.089,4263.0,3402.0,379.0,0.865,0.118,4816.0,4166.0,566.0,38.99617072,-110.7013958,0.0,0.0,10410.0,5306.0,5104.0,6.2,91.4,0.1,0.7,0.6,0.0,7098.0,51852.0,1883.0,21465.0,924.0,12.9,20.2,29.0,20.9,18.5,17.5,14.1,81.9,7.5,1.3,1.7,0.7,6.8,19.8,4030.0,68.6,24.1,7.2,0.1,4.4,553.0,0.0,,0.509702209414025,R,R
868,0.663,0.288,4707.0,3121.0,1356.0,0.673,0.313,4850.0,3265.0,1520.0,43.37782951,-94.67858943,474.0,21.0,9661.0,4792.0,4869.0,9.3,88.0,1.6,0.4,0.2,0.0,7264.0,47419.0,5869.0,29396.0,3977.0,13.8,18.5,31.4,16.7,19.1,12.0,20.8,77.8,10.2,0.2,3.4,1.4,7.0,16.7,4894.0,79.4,10.9,9.4,0.3,3.9,143.0,0.04906324397060346,0.04430379746835443,0.49601490528930753,R,R
869,0.565,0.371,18774.0,10616.0,6972.0,0.547,0.436,22176.0,12135.0,9662.0,45.52625509,-84.89083249,332.0,4.0,32978.0,16359.0,16619.0,1.6,91.4,0.5,2.2,0.6,0.1,26034.0,51475.0,1871.0,31356.0,1265.0,10.7,13.2,35.0,22.0,23.0,10.3,9.8,78.5,9.6,0.2,4.2,1.6,5.9,19.1,16237.0,82.1,9.2,8.6,0.2,6.1,3402.0,0.010067317605676512,0.012048192771084338,0.49605797804597,R,R
870,0.853,0.11,1959.0,1672.0,215.0,0.865,0.118,2009.0,1738.0,237.0,46.28398398,-100.2389766,292.0,9.0,3389.0,1693.0,1696.0,0.3,96.7,0.0,0.1,0.9,0.0,2696.0,46581.0,4189.0,29622.0,3291.0,11.9,3.5,41.4,14.6,23.4,13.4,7.3,67.7,4.8,0.1,11.3,0.6,15.5,15.8,1528.0,60.1,16.0,23.7,0.2,1.8,50.0,0.0861611094718206,0.030821917808219176,0.49955739156093243,R,R
871,0.335,0.647,2367.0,792.0,1531.0,0.317,0.678,2379.0,754.0,1612.0,,,,,5495.0,2488.0,3007.0,5.7,29.5,64.3,0.1,0.2,0.0,4013.0,27426.0,7596.0,18548.0,2267.0,30.9,52.3,31.1,15.4,22.5,9.0,22.1,78.9,10.1,0.4,4.2,3.5,2.9,17.9,1893.0,77.8,17.6,4.5,0.0,20.4,12.0,,,0.45277525022747955,D,D
872,0.811,0.156,13810.0,11205.0,2159.0,0.812,0.173,16837.0,13669.0,2914.0,32.23602653,-98.21773417,1065.0,17.0,41016.0,20118.0,20898.0,20.6,75.4,1.6,0.5,0.8,0.0,30429.0,47013.0,2530.0,23511.0,1391.0,22.6,21.5,32.1,21.6,19.5,12.1,14.8,81.8,10.2,0.3,2.5,0.7,4.5,19.9,19076.0,77.0,14.0,8.3,0.6,4.3,3027.0,0.02596547688706846,0.01596244131455399,0.49049151550614395,R,R
873,0.454,0.501,383248.0,173817.0,192065.0,0.465,0.518,383952.0,178349.0,198808.0,42.76249024,-78.73063652,13531.0,717.0,923995.0,447024.0,476971.0,5.2,76.0,13.0,0.4,3.4,0.0,707344.0,54006.0,578.0,31083.0,330.0,14.9,22.5,38.7,18.5,25.4,6.3,11.2,81.5,8.1,3.8,2.7,1.1,2.8,21.3,448392.0,79.9,15.9,4.1,0.1,5.5,704.0,0.014644018636464484,0.052989431675412015,0.48379482572957644,D,D
874,0.525,0.427,36730.0,19301.0,15692.0,0.55,0.434,39523.0,21724.0,17142.0,41.36796058,-82.62904521,1274.0,54.0,75369.0,36972.0,38397.0,4.2,83.6,8.1,0.2,0.6,0.0,59085.0,51033.0,1456.0,30223.0,959.0,13.0,19.1,30.7,21.2,20.7,8.9,18.5,84.5,8.5,0.9,2.0,1.3,2.7,21.0,35825.0,81.9,12.9,5.1,0.1,6.5,2793.0,0.016903501439583912,0.0423861852433281,0.49054651116506787,R,R
875,0.488,0.468,117240.0,57168.0,54820.0,0.488,0.498,137184.0,66912.0,68336.0,41.99253829,-80.03301954,2261.0,40.0,277794.0,137134.0,140660.0,4.0,84.8,6.8,0.2,1.6,0.0,211830.0,48192.0,1037.0,26361.0,443.0,16.8,25.0,33.7,20.6,23.2,7.2,15.3,78.8,10.9,1.7,3.9,1.0,3.6,19.3,126958.0,84.9,10.3,4.6,0.1,6.5,19944.0,0.008139124675118972,0.017691287041132243,0.49365357063147514,R,D
876,0.676,0.309,15213.0,10282.0,4698.0,0.684,0.309,15861.0,10844.0,4894.0,31.1256789,-87.15918694,1768.0,31.0,37621.0,19326.0,18295.0,2.2,60.2,32.2,3.6,0.4,0.1,29129.0,35026.0,2265.0,18164.0,902.0,23.8,33.3,24.6,21.2,24.6,11.3,18.3,91.3,7.0,0.1,0.3,0.5,0.8,22.6,12134.0,75.6,19.7,4.6,0.1,13.7,648.0,0.04699502937189336,0.01753393665158371,0.5137024534169745,R,R
877,0.583,0.377,151609.0,88370.0,57114.0,0.568,0.416,170311.0,96655.0,70893.0,30.67652764,-87.37284571,13704.0,272.0,309924.0,153834.0,156090.0,5.5,64.8,21.6,0.4,2.8,0.1,238553.0,47361.0,949.0,25666.0,554.0,14.6,23.8,32.6,20.6,28.8,8.3,9.7,75.9,10.6,0.6,2.1,1.7,9.0,21.9,134161.0,78.3,15.3,6.3,0.1,7.2,18702.0,0.04421729198125992,0.0198482194979568,0.4963603980330662,R,R
878,0.778,0.154,423.0,329.0,65.0,0.821,0.152,474.0,389.0,72.0,37.78436681,-117.6319999,0.0,0.0,1102.0,485.0,617.0,15.6,80.0,0.7,2.4,0.0,0.0,807.0,39405.0,8125.0,23755.0,3058.0,6.8,8.9,31.0,15.4,9.8,28.1,15.8,64.5,8.1,0.0,14.8,3.6,9.0,15.9,449.0,71.5,16.9,10.7,0.9,3.9,51.0,0.0,,0.4401088929219601,R,R
879,0.36,0.585,376140.0,135405.0,220027.0,0.318,0.656,2485.0,790.0,1629.0,42.6687626,-70.94687179,24500.0,1358.0,775860.0,373886.0,401974.0,19.6,72.0,3.1,0.1,3.4,0.0,555798.0,73533.0,773.0,38604.0,455.0,10.9,15.4,41.2,18.7,22.5,7.0,10.6,74.2,8.5,5.9,3.3,2.4,5.7,29.8,397621.0,82.0,11.7,6.1,0.2,6.0,-373655.0,0.03157786198540974,0.05542857142857143,0.4818987961745676,D,D
880,0.207,0.771,299808.0,62059.0,231031.0,0.22,0.771,308715.0,68038.0,237981.0,40.78681335,-74.24657979,25292.0,2144.0,800401.0,384515.0,415886.0,22.4,31.1,38.8,0.1,5.1,0.0,521054.0,57365.0,959.0,35133.0,433.0,16.7,23.3,37.9,20.2,23.4,7.1,11.3,61.8,7.9,21.1,4.4,1.2,3.6,34.4,371793.0,80.0,14.7,5.1,0.2,10.4,8907.0,0.03159916092058856,0.08476988771152934,0.4804029480223038,D,D
881,0.482,0.448,15079.0,7275.0,6760.0,0.524,0.459,15185.0,7953.0,6970.0,44.11630765,-73.77297842,203.0,0.0,38233.0,19936.0,18297.0,3.2,91.8,2.9,0.2,0.5,0.0,31193.0,55294.0,2424.0,29008.0,1124.0,8.9,11.2,32.2,23.7,22.0,11.3,10.8,79.1,9.1,0.4,2.7,2.6,6.1,21.9,17544.0,70.5,20.3,9.0,0.2,6.7,106.0,0.005309549342191301,0.0,0.521434362984856,R,R
882,0.496,0.475,5354.0,2657.0,2541.0,0.498,0.492,6171.0,3075.0,3038.0,37.93357639,-76.94230311,201.0,2.0,11083.0,4899.0,6184.0,3.4,54.9,37.8,1.0,0.2,0.0,8666.0,50629.0,3173.0,25730.0,1804.0,12.3,15.0,26.9,15.5,30.2,13.0,14.5,85.2,5.7,0.2,3.2,2.0,3.7,35.0,5272.0,75.7,18.9,5.0,0.3,5.6,817.0,0.018135883785978527,0.009950248756218905,0.44202833167914823,R,R
883,0.557,0.377,2706.0,1506.0,1019.0,0.254,0.712,13443.0,3415.0,9573.0,44.72736416,-71.73579864,9.0,0.0,6203.0,3135.0,3068.0,1.3,95.6,1.0,0.3,0.5,0.0,5010.0,38767.0,2389.0,23022.0,1018.0,15.5,19.5,27.8,24.6,17.5,13.5,16.5,79.4,10.3,0.1,3.0,0.9,6.2,26.0,2784.0,71.0,19.1,9.6,0.2,5.1,10737.0,0.0014509108495889087,0.0,0.5054006126068031,R,D
884,0.764,0.2,5545.0,4236.0,1108.0,0.78,0.207,6538.0,5100.0,1355.0,37.69241417,-83.95956369,306.0,0.0,14382.0,7081.0,7301.0,0.3,97.6,0.1,0.4,0.0,0.0,11279.0,30692.0,2809.0,17728.0,1175.0,30.4,39.2,24.5,15.5,18.8,12.6,28.5,79.2,15.8,0.0,0.8,1.1,3.2,33.4,5015.0,79.1,15.2,5.2,0.4,12.4,993.0,0.02127659574468085,0.0,0.49235155054929775,R,R
885,0.739,0.238,43474.0,32132.0,10350.0,0.745,0.242,47460.0,35343.0,11487.0,34.04567266,-86.04051873,4530.0,54.0,103132.0,49738.0,53394.0,3.7,78.3,15.4,0.5,0.7,0.1,78727.0,42064.0,1487.0,22278.0,640.0,17.9,28.7,29.7,18.5,21.8,9.4,20.5,84.8,9.2,0.3,0.6,0.7,4.4,24.0,41412.0,80.3,13.9,5.5,0.2,7.6,3986.0,0.04392429119962766,0.011920529801324504,0.4822751425357794,R,R
886,0.847,0.087,854.0,723.0,74.0,0.884,0.098,942.0,833.0,92.0,39.98100864,-116.2683204,13.0,0.0,1728.0,849.0,879.0,1.6,96.7,0.1,1.7,0.0,0.0,1306.0,67159.0,29806.0,35606.0,5205.0,10.0,0.0,30.6,13.6,17.7,25.3,12.7,53.4,8.8,8.6,24.7,0.0,4.4,22.5,904.0,55.1,28.4,16.5,0.0,0.0,88.0,0.007523148148148148,0.0,0.4913194444444444,R,R
887,0.696,0.283,14879.0,10357.0,4208.0,0.717,0.27,15412.0,11053.0,4158.0,30.72985248,-92.39915924,1426.0,40.0,33750.0,17232.0,16518.0,3.4,67.0,27.4,0.1,0.4,0.0,24179.0,31745.0,1823.0,18655.0,1000.0,26.4,35.5,27.7,20.1,21.7,15.8,14.7,87.5,6.4,0.0,2.9,1.7,1.4,28.3,11578.0,78.3,13.8,7.9,0.0,11.9,533.0,0.04225185185185185,0.028050490883590462,0.5105777777777778,R,R
888,0.667,0.314,3602.0,2404.0,1130.0,0.68,0.312,4247.0,2888.0,1324.0,32.15328841,-81.8870105,489.0,7.0,10757.0,5093.0,5664.0,11.8,56.5,30.2,0.0,0.8,0.0,7603.0,38736.0,4754.0,20736.0,2053.0,26.0,38.6,29.3,15.5,22.9,13.5,18.9,76.4,9.0,0.3,1.1,8.4,4.9,23.6,4308.0,74.6,16.7,8.7,0.0,6.6,645.0,0.04545877103281584,0.014314928425357873,0.4734591428837036,R,R
889,0.291,0.653,542858.0,157837.0,354485.0,0.282,0.704,596358.0,168401.0,419943.0,38.83677558,-77.27565836,24233.0,605.0,1142004.0,565593.0,576411.0,16.2,51.7,9.3,0.1,18.8,0.0,724787.0,117515.0,1314.0,52976.0,419.0,6.1,7.9,56.6,14.7,18.4,5.7,4.7,71.1,9.4,9.6,1.9,1.7,6.3,32.1,609859.0,73.6,20.8,5.5,0.1,4.5,53500.0,0.021219715517633915,0.024965955515206535,0.4952635892693896,D,D
890,0.312,0.621,11854.0,3695.0,7363.0,0.299,0.686,13397.0,4002.0,9192.0,,,,,23580.0,11621.0,11959.0,16.9,57.9,4.9,0.1,16.0,0.1,15316.0,106870.0,5914.0,46489.0,2037.0,7.8,6.2,53.0,18.1,18.6,6.8,3.6,69.6,7.6,10.1,4.5,1.1,7.2,31.2,12834.0,74.7,20.8,4.3,0.1,4.1,1543.0,,,0.49283290924512296,D,D
891,0.379,0.582,410279.0,155457.0,238723.0,0.34,0.646,35414.0,12052.0,22861.0,41.26809896,-73.3881171,24155.0,1436.0,947328.0,461380.0,485948.0,19.0,62.8,10.4,0.1,5.1,0.0,624588.0,89773.0,1202.0,53433.0,614.0,8.8,10.9,44.5,18.3,22.6,7.3,7.3,71.9,8.1,10.4,2.6,1.1,5.9,30.4,474458.0,81.7,9.8,8.4,0.1,7.6,-374865.0,0.025498032360491824,0.059449389360380876,0.48703300229698687,D,D
892,0.612,0.342,70542.0,43163.0,24150.0,0.61,0.376,81564.0,49714.0,30634.0,39.75107189,-82.63088163,3097.0,58.0,151526.0,75440.0,76086.0,2.0,87.1,7.1,0.1,1.6,0.0,112986.0,63424.0,1617.0,29582.0,674.0,9.9,12.9,36.5,17.0,25.1,8.0,13.4,85.4,8.0,0.4,1.5,0.9,3.9,28.3,71254.0,80.1,15.1,4.6,0.2,5.1,11022.0,0.02043873658646041,0.018727801097836616,0.49786835262595197,R,R
893,0.358,0.616,11252.0,4024.0,6936.0,0.381,0.608,12136.0,4625.0,7382.0,34.39287073,-81.1195624,875.0,40.0,22868.0,10782.0,12086.0,2.0,37.4,54.9,0.3,0.3,0.0,18069.0,35551.0,4292.0,21972.0,2146.0,21.3,28.3,24.2,21.4,22.9,9.7,21.9,84.5,11.1,0.2,1.2,0.1,2.9,31.1,8726.0,78.2,17.8,4.0,0.0,9.3,884.0,0.038263075039356303,0.045714285714285714,0.4714885429421025,D,D
894,0.705,0.23,3563.0,2511.0,821.0,0.712,0.261,4042.0,2878.0,1053.0,43.23929297,-103.5275691,233.0,6.0,6783.0,3424.0,3359.0,4.0,85.2,0.7,4.9,1.6,0.0,5478.0,48862.0,4485.0,26584.0,1561.0,15.0,24.5,32.7,25.4,17.2,10.7,14.0,72.9,8.3,0.3,9.9,1.8,6.8,15.8,3208.0,62.7,29.4,7.6,0.2,2.6,479.0,0.03435058233819844,0.02575107296137339,0.5047913902403066,R,R
895,0.864,0.104,1476.0,1276.0,154.0,0.873,0.109,1575.0,1375.0,172.0,46.33478338,-104.4183565,85.0,0.0,2925.0,1526.0,1399.0,1.8,93.8,1.4,0.5,1.0,0.0,2135.0,56806.0,11052.0,32371.0,3222.0,5.8,9.5,25.3,17.4,18.2,23.1,16.0,74.6,5.4,0.0,9.9,0.4,9.6,13.1,1601.0,71.2,18.1,10.6,0.2,1.7,99.0,0.02905982905982906,0.0,0.5217094017094017,R,R
896,0.173,0.758,7667.0,1323.0,5810.0,0.17,0.817,8750.0,1490.0,7146.0,,,,,13843.0,6801.0,7042.0,10.6,72.0,4.5,0.0,9.3,0.0,9598.0,114795.0,7917.0,65510.0,4014.0,2.9,2.4,67.3,11.7,16.0,2.1,2.9,60.4,7.6,20.1,2.4,2.8,6.7,28.9,7672.0,64.6,28.5,6.9,0.0,4.2,1083.0,,,0.4912952394712129,D,D
897,0.657,0.321,5232.0,3438.0,1682.0,0.681,0.31,6133.0,4177.0,1899.0,31.25350609,-96.93630086,690.0,6.0,17289.0,8135.0,9154.0,22.8,51.5,24.3,0.2,0.2,0.1,12915.0,38834.0,4055.0,17755.0,973.0,25.2,37.7,23.0,19.1,20.3,14.5,23.1,78.0,11.1,1.1,3.7,2.9,3.2,26.7,5774.0,77.4,15.5,6.9,0.1,6.1,901.0,0.03990976921742148,0.008695652173913044,0.470530395048875,R,R
898,0.818,0.163,11764.0,9622.0,1920.0,0.819,0.173,14850.0,12169.0,2571.0,34.86430205,-84.316964,841.0,27.0,24480.0,11852.0,12628.0,2.2,95.3,0.2,0.1,0.6,0.1,20090.0,43344.0,5020.0,24845.0,1791.0,15.8,17.9,29.6,20.6,23.5,13.7,12.5,76.5,15.3,0.2,1.0,1.6,5.4,26.9,9299.0,73.6,14.1,12.1,0.2,8.3,3086.0,0.034354575163398696,0.03210463733650416,0.4841503267973856,R,R
899,0.797,0.177,11972.0,9536.0,2123.0,0.812,0.176,14969.0,12150.0,2638.0,33.59564294,-96.10751083,798.0,20.0,33787.0,17846.0,15941.0,10.6,79.4,6.5,0.4,0.7,0.1,25406.0,47875.0,2798.0,23212.0,927.0,14.8,19.1,31.7,16.4,22.6,12.9,16.5,81.7,9.9,0.0,1.7,1.2,5.5,29.7,13407.0,72.5,19.9,7.3,0.3,5.2,2997.0,0.02361855151389588,0.02506265664160401,0.528191316186699,R,R
900,0.633,0.293,7355.0,4659.0,2153.0,0.658,0.321,7892.0,5191.0,2531.0,43.67381499,-93.94787458,268.0,0.0,13966.0,6975.0,6991.0,6.4,91.6,0.2,0.1,0.3,0.0,10700.0,50847.0,2087.0,29116.0,1221.0,11.5,16.4,32.7,15.4,19.8,13.8,18.2,80.1,8.3,0.2,4.0,0.8,6.6,18.8,7091.0,76.2,11.3,12.1,0.5,2.8,537.0,0.019189460117428038,0.0,0.49942718029500216,R,R
901,0.767,0.182,1118.0,858.0,204.0,0.816,0.168,1182.0,964.0,198.0,45.07082625,-99.14535601,224.0,2.0,2327.0,1196.0,1131.0,1.2,94.7,0.0,3.8,0.1,0.0,1839.0,46750.0,12352.0,29714.0,3473.0,10.9,0.9,41.3,20.4,15.3,11.9,11.1,65.8,7.1,0.0,14.2,0.3,12.6,12.2,1120.0,53.2,22.2,24.4,0.2,0.3,64.0,0.09626128061882251,0.008928571428571428,0.5139664804469274,R,R
902,0.618,0.308,47196.0,29170.0,14525.0,0.633,0.337,54264.0,34338.0,18267.0,35.14719007,-92.33717519,3543.0,39.0,121282.0,59387.0,61895.0,4.0,80.6,11.4,0.3,1.3,0.1,90208.0,50316.0,2016.0,25240.0,752.0,16.3,16.6,36.0,17.4,25.1,10.4,11.1,83.5,9.7,0.1,1.9,1.4,3.4,24.0,57306.0,78.3,16.0,5.6,0.1,5.1,7068.0,0.029212908758100956,0.01100762066045724,0.48966046074438085,R,R
903,0.596,0.349,37124.0,22110.0,12960.0,0.578,0.404,43448.0,25106.0,17565.0,38.73564842,-77.80647472,1122.0,27.0,68406.0,33858.0,34548.0,7.5,80.9,7.5,0.3,1.4,0.0,50064.0,94775.0,3957.0,43067.0,1524.0,6.2,8.1,42.8,16.6,20.8,12.4,7.4,79.9,8.9,1.2,1.5,1.2,7.3,39.8,34893.0,73.4,19.6,6.8,0.2,4.0,6324.0,0.016402069993860187,0.02406417112299465,0.4949565827558986,R,R
904,0.818,0.166,8196.0,6705.0,1358.0,0.833,0.159,8756.0,7295.0,1390.0,33.72076938,-87.73886638,608.0,14.0,16657.0,8191.0,8466.0,1.7,85.0,11.5,0.0,0.5,0.0,13044.0,36541.0,2175.0,21191.0,1541.0,18.1,25.0,29.0,17.9,18.9,10.8,23.5,84.2,11.6,0.0,1.3,0.5,2.4,27.9,6307.0,79.6,15.4,4.8,0.2,8.4,560.0,0.03650117067899382,0.023026315789473683,0.49174521222308937,R,R
905,0.58,0.385,60387.0,35034.0,23255.0,0.525,0.461,69238.0,36372.0,31933.0,33.41357794,-84.49089434,2193.0,57.0,110306.0,53551.0,56755.0,7.1,64.1,21.1,0.3,4.4,0.1,79748.0,84861.0,3591.0,39936.0,1007.0,6.3,7.8,44.8,12.5,23.6,7.3,11.9,80.9,7.3,0.9,0.4,1.9,8.5,31.2,51750.0,78.8,15.4,5.7,0.1,5.5,8851.0,0.019881058147335595,0.025991792065663474,0.4854767646365565,R,R
